Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 Egz.
Vardas4914 Pavardė4914 2 3 5 3 1 7 3 5 3 6 8 6 3 5 1
Vardas4915 Pavardė4915 1 5 2 2 2 6 10 7 10 10 6 1 1 5 10
Vardas4916 Pavardė4916 0 8 6 9 3 2 4 3 6 0 8 8 9 3 6
Vardas4917 Pavardė4917 5 5 5 4 8 3 4 3 9 7 5 7 7 9 8
Vardas4918 Pavardė4918 2 7 10 3 3 1 8 10 8 10 0 7 2 3 7
Vardas4919 Pavardė4919 8 9 7 7 7 5 4 8 8 3 5 4 1 0 3
Vardas4920 Pavardė4920 4 3 4 9 5 7 5 6 5 7 4 9 4 4 10
Vardas4921 Pavardė4921 10 6 0 3 1 10 7 3 0 1 6 9 4 1 6
Vardas4922 Pavardė4922 8 6 7 1 5 0 9 1 0 9 10 0 1 8 6
Vardas4923 Pavardė4923 5 4 8 7 7 2 9 10 3 10 3 1 8 7 2
Vardas4924 Pavardė4924 10 3 3 6 6 8 5 10 4 2 2 6 4 10 4
Vardas4925 Pavardė4925 1 7 8 6 4 9 6 6 1 4 5 9 6 0 0
Vardas4926 Pavardė4926 0 4 6 6 1 8 3 2 7 3 7 7 8 5 9
Vardas4927 Pavardė4927 4 0 7 4 9 0 2 10 10 7 3 1 8 1 4
Vardas4928 Pavardė4928 10 3 10 8 7 6 8 2 4 0 9 1 8 0 8
Vardas4929 Pavardė4929 7 7 3 0 1 1 6 8 1 10 2 5 10 6 6
Vardas4930 Pavardė4930 0 6 5 9 2 2 5 4 7 7 6 9 8 1 3
Vardas4931 Pavardė4931 8 1 8 6 5 3 5 8 2 0 5 1 5 2 4
Vardas4932 Pavardė4932 8 0 6 9 2 2 0 6 10 8 1 4 7 9 7
Vardas4933 Pavardė4933 9 0 10 9 1 3 1 8 7 3 1 8 5 10 8
Vardas4934 Pavardė4934 9 5 9 5 2 9 2 4 0 10 6 6 6 2 9
Vardas4935 Pavardė4935 2 3 10 1 7 6 8 9 10 4 8 4 5 4 9
Vardas4936 Pavardė4936 3 9 5 8 1 8 7 9 5 7 3 3 1 2 4
Vardas4937 Pavardė4937 7 4 10 1 1 3 8 4 10 7 9 0 9 1 1
Vardas4938 Pavardė4938 7 8 9 5 9 0 0 8 4 7 7 7 6 0 3
Vardas4939 Pavardė4939 1 9 9 8 10 5 4 6 1 10 9 0 1 5 4
Vardas4940 Pavardė4940 5 0 1 1 1 10 1 3 8 1 10 6 0 3 8
Vardas4941 Pavardė4941 4 3 7 2 3 10 8 9 5 1 1 0 2 8 6
Vardas4942 Pavardė4942 7 5 1 7 1 3 2 0 2 6 8 2 8 5 7
Vardas4943 Pavardė4943 10 6 7 4 8 9 3 8 0 9 8 1 2 4 4
Vardas4944 Pavardė4944 7 0 0 7 7 9 2 5 9 5 9 9 8 5 7
Vardas4945 Pavardė4945 3 3 4 8 6 0 5 8 8 5 1 6 9 4 9
Vardas4946 Pavardė4946 8 1 0 9 7 6 0 5 9 3 9 8 0 4 7
Vardas4947 Pavardė4947 2 6 9 5 4 0 5 2 4 5 2 5 2 4 7
Vardas4948 Pavardė4948 4 10 8 9 1 9 2 8 1 2 5 9 2 4 6
Vardas4949 Pavardė4949 5 7 2 4 1 6 6 1 1 5 3 7 5 6 4
Vardas4950 Pavardė4950 8 9 6 5 3 8 6 9 1 10 5 9 6 0 2
Vardas4951 Pavardė4951 4 1 4 3 6 2 4 0 4 7 4 5 7 10 3
Vardas4952 Pavardė4952 4 7 10 5 9 3 5 4 1 3 2 0 6 1 2
Vardas4953 Pavardė4953 3 3 1 6 8 10 9 4 5 1 0 4 0 1 7
Vardas4954 Pavardė4954 10 10 1 6 0 5 9 0 4 0 8 0 0 9 4
Vardas4955 Pavardė4955 1 1 8 1 2 7 0 6 7 3 1 9 9 7 0
Vardas4956 Pavardė4956 6 5 2 1 1 0 3 10 0 1 2 5 8 10 3
Vardas4957 Pavardė4957 4 3 1 2 9 7 7 0 9 10 4 4 4 3 6
Vardas4958 Pavardė4958 2 4 1 1 4 2 9 0 10 1 6 0 8 2 6
Vardas4959 Pavardė4959 6 5 8 2 7 0 9 0 0 4 10 6 5 6 10
Vardas4960 Pavardė4960 4 2 6 4 4 5 7 4 0 2 2 4 2 7 4
Vardas4961 Pavardė4961 3 9 5 10 1 10 0 6 6 6 8 3 4 9 7
Vardas4962 Pavardė4962 4 2 7 3 2 2 1 1 10 2 7 6 1 10 8
Vardas4963 Pavardė4963 2 5 3 5 9 5 10 7 2 3 5 9 10 5 9
Vardas4964 Pavardė4964 5 0 10 0 3 5 7 2 1 7 2 8 9 2 8
Vardas4965 Pavardė4965 4 3 6 7 5 7 2 2 5 7 2 1 5 8 2
Vardas4966 Pavardė4966 4 4 2 6 3 0 4 10 2 7 9 4 2 9 2
Vardas4967 Pavardė4967 7 1 2 10 3 2 5 6 2 9 2 6 9 5 1
Vardas4968 Pavardė4968 0 0 7 3 6 6 6 2 4 1 5 2 7 6 0
Vardas4969 Pavardė4969 9 0 10 4 1 5 1 4 0 9 0 5 7 2 7
Vardas4970 Pavardė4970 1 7 2 6 8 6 4 8 1 3 9 8 7 7 2
Vardas4971 Pavardė4971 3 4 9 3 1 5 1 2 2 7 8 2 1 9 6
Vardas4972 Pavardė4972 5 2 4 8 5 2 1 8 7 2 8 5 9 0 2
Vardas4973 Pavardė4973 3 2 3 2 4 1 1 3 8 4 0 4 5 7 2
Vardas4974 Pavardė4974 0 7 8 9 2 9 7 9 3 1 9 4 6 8 4
Vardas4975 Pavardė4975 3 3 4 1 5 1 5 7 5 10 0 10 6 8 3
Vardas4976 Pavardė4976 4 6 3 9 3 5 7 0 7 5 7 2 2 0 6
Vardas4977 Pavardė4977 7 7 7 5 4 9 4 0 10 6 8 2 0 5 6
Vardas4978 Pavardė4978 0 0 9 7 0 10 10 5 7 6 4 6 6 7 8
Vardas4979 Pavardė4979 0 9 2 5 0 8 7 1 5 4 1 4 5 10 10
Vardas4980 Pavardė4980 3 0 4 1 6 2 5 1 3 5 4 8 3 10 3
Vardas4981 Pavardė4981 10 2 0 1 0 3 0 5 1 7 9 3 1 0 7
Vardas4982 Pavardė4982 10 1 4 4 10 4 6 6 9 5 0 2 3 4 9
Vardas4983 Pavardė4983 8 4 1 8 8 7 5 1 4 8 9 5 8 0 2
Vardas4984 Pavardė4984 9 5 1 6 7 3 0 5 8 2 2 1 8 2 9
Vardas4985 Pavardė4985 8 10 5 10 10 8 4 10 3 4 5 8 3 5 3
Vardas4986 Pavardė4986 4 8 0 9 2 9 4 9 6 4 5 9 8 6 6
Vardas4987 Pavardė4987 9 3 7 4 10 3 3 10 3 1 10 2 7 8 9
Vardas4988 Pavardė4988 6 10 9 4 1 6 10 7 10 3 10 1 4 10 7
Vardas4989 Pavardė4989 0 9 3 0 7 6 3 7 3 10 5 8 5 3 10
Vardas4990 Pavardė4990 6 9 9 6 3 3 1 0 1 4 3 6 8 9 1
Vardas4991 Pavardė4991 9 10 1 10 8 5 1 7 2 3 2 10 8 10 7
Vardas4992 Pavardė4992 6 7 6 9 5 7 9 6 9 10 3 8 10 7 5
Vardas4993 Pavardė4993 5 5 7 7 6 8 1 6 5 5 3 3 2 0 9
Vardas4994 Pavardė4994 1 6 0 1 6 6 2 5 2 7 7 4 1 8 2
Vardas4995 Pavardė4995 10 7 7 8 4 8 9 8 0 9 1 7 9 8 6
Vardas4996 Pavardė4996 10 5 3 1 10 3 8 7 8 2 9 7 10 6 4
Vardas4997 Pavardė4997 0 3 1 7 5 5 8 4 9 6 1 4 10 6 5
Vardas4998 Pavardė4998 9 9 1 1 10 6 9 7 9 1 2 9 1 2 4
Vardas4999 Pavardė4999 4 5 8 0 6 1 6 0 8 4 5 2 0 5 3
Vardas5000 Pavardė5000 2 0 7 5 6 9 9 2 3 6 0 8 6 5 5
Vardas5001 Pavardė5001 7 0 9 1 9 9 3 2 2 3 5 8 6 5 8
Vardas5002 Pavardė5002 10 6 2 9 2 2 3 0 6 3 6 2 0 5 5
Vardas5003 Pavardė5003 5 3 9 8 4 7 5 0 6 6 6 5 8 2 5
Vardas5004 Pavardė5004 1 5 3 2 4 3 6 6 10 5 9 4 5 8 9
Vardas5005 Pavardė5005 7 4 6 10 3 0 7 8 1 5 1 2 9 6 5
Vardas5006 Pavardė5006 10 0 10 3 4 5 6 5 6 6 7 0 10 1 6
Vardas5007 Pavardė5007 7 3 4 5 2 7 10 4 9 8 0 9 9 6 3
Vardas5008 Pavardė5008 3 8 4 7 3 1 3 4 9 6 4 0 7 2 9
Vardas5009 Pavardė5009 8 3 1 2 10 4 5 8 8 6 4 2 5 6 2
Vardas5010 Pavardė5010 0 6 2 5 7 8 10 3 10 2 7 3 7 9 5
Vardas5011 Pavardė5011 9 7 5 6 4 3 8 9 7 7 6 7 0 4 3
Vardas5012 Pavardė5012 9 6 8 9 3 7 4 8 10 6 6 1 8 4 5
Vardas5013 Pavardė5013 3 9 0 1 7 6 3 4 3 1 5 2 5 8 9
Vardas5014 Pavardė5014 8 10 4 4 8 1 7 5 3 1 7 2 8 9 9
Vardas5015 Pavardė5015 4 5 4 8 10 4 7 2 5 2 2 1 8 0 10
Vardas5016 Pavardė5016 3 5 8 2 7 6 7 8 7 7 2 5 10 5 9
Vardas5017 Pavardė5017 4 10 9 9 6 2 8 3 1 2 8 4 0 6 3
Vardas5018 Pavardė5018 9 9 0 5 4 9 1 2 0 0 9 2 7 6 2
Vardas5019 Pavardė5019 3 4 7 2 7 0 0 8 2 8 5 2 4 6 7
Vardas5020 Pavardė5020 0 2 1 0 7 3 1 10 7 0 7 3 0 6 4
Vardas5021 Pavardė5021 3 0 7 5 2 3 4 0 4 7 0 6 7 0 7
Vardas5022 Pavardė5022 5 0 4 1 8 6 4 3 2 3 10 6 10 10 3
Vardas5023 Pavardė5023 4 10 5 1 2 7 10 8 5 3 3 3 9 7 1
Vardas5024 Pavardė5024 8 9 7 10 8 0 10 2 5 3 9 3 6 5 5
Vardas5025 Pavardė5025 8 9 9 10 2 4 5 1 5 7 0 9 2 2 0
Vardas5026 Pavardė5026 7 1 10 9 7 5 6 10 6 6 5 5 2 10 4
Vardas5027 Pavardė5027 1 10 3 0 2 10 5 2 10 3 1 0 3 1 10
Vardas5028 Pavardė5028 10 9 4 2 10 6 0 9 3 7 7 5 0 5 4
Vardas5029 Pavardė5029 5 6 6 6 6 7 2 3 6 8 10 0 6 2 3
Vardas5030 Pavardė5030 9 3 7 4 7 9 7 6 3 3 8 10 3 6 2
Vardas5031 Pavardė5031 1 7 5 6 7 1 1 5 1 8 8 10 6 10 2
Vardas5032 Pavardė5032 7 7 8 3 4 6 1 1 10 4 10 0 9 3 4
Vardas5033 Pavardė5033 1 1 6 10 4 6 7 7 0 7 1 8 4 3 6
Vardas5034 Pavardė5034 10 2 4 1 1 10 9 1 3 2 1 3 2 8 10
Vardas5035 Pavardė5035 10 8 9 3 4 4 6 8 9 10 5 6 1 5 0
Vardas5036 Pavardė5036 3 9 4 9 4 2 6 3 1 8 1 4 7 8 8
Vardas5037 Pavardė5037 7 3 4 3 1 1 6 0 0 7 0 1 4 7 2
Vardas5038 Pavardė5038 5 0 9 0 2 5 7 1 9 8 7 10 7 3 2
Vardas5039 Pavardė5039 5 0 6 8 4 9 10 6 4 9 3 0 6 7 2
Vardas5040 Pavardė5040 9 9 2 3 7 7 5 0 9 1 3 4 2 9 2
Vardas5041 Pavardė5041 4 6 6 10 2 9 9 3 9 7 3 8 3 8 7
Vardas5042 Pavardė5042 7 2 0 10 8 6 3 10 3 5 5 2 2 7 0
Vardas5043 Pavardė5043 9 7 4 9 8 3 3 2 9 3 0 7 3 6 10
Vardas5044 Pavardė5044 10 2 7 9 3 5 6 5 1 1 8 1 6 4 2
Vardas5045 Pavardė5045 2 6 9 0 8 3 5 1 8 6 5 8 2 1 8
Vardas5046 Pavardė5046 6 3 10 5 6 7 1 0 0 2 7 1 8 3 1
Vardas5047 Pavardė5047 1 6 7 9 5 3 7 6 1 7 5 9 7 2 8
Vardas5048 Pavardė5048 7 2 3 7 4 10 0 1 2 5 1 7 9 9 3
Vardas5049 Pavardė5049 2 5 1 7 6 5 8 4 8 4 2 2 8 6 2
Vardas5050 Pavardė5050 7 7 3 7 7 0 1 4 9 2 5 10 2 0 10
Vardas5051 Pavardė5051 0 1 8 2 6 9 6 10 0 2 2 6 5 10 7
Vardas5052 Pavardė5052 10 7 3 4 0 4 6 9 0 2 3 4 10 0 5
Vardas5053 Pavardė5053 6 0 1 4 0 10 0 4 9 2 7 7 0 5 3
Vardas5054 Pavardė5054 1 4 8 7 1 0 4 1 7 6 6 7 5 10 8
Vardas5055 Pavardė5055 5 0 5 9 6 8 1 9 3 7 2 2 10 8 6
Vardas5056 Pavardė5056 5 0 7 5 9 2 5 4 9 7 9 6 9 9 6
Vardas5057 Pavardė5057 5 6 5 10 3 10 6 2 4 10 5 7 7 6 10
Vardas5058 Pavardė5058 10 9 1 7 8 2 4 8 2 8 3 7 7 8 9
Vardas5059 Pavardė5059 9 5 6 0 9 4 5 7 2 3 1 8 2 8 6
Vardas5060 Pavardė5060 5 6 4 6 4 4 5 3 7 0 6 1 7 7 9
Vardas5061 Pavardė5061 5 2 5 5 9 3 3 3 6 8 4 0 9 9 3
Vardas5062 Pavardė5062 1 10 0 5 6 9 0 9 10 3 3 1 2 9 3
Vardas5063 Pavardė5063 7 1 7 4 4 2 0 3 10 8 4 0 9 10 1
Vardas5064 Pavardė5064 0 9 8 3 9 2 5 8 8 8 0 10 0 3 5
Vardas5065 Pavardė5065 0 6 0 0 2 4 0 9 2 5 7 7 7 7 2
Vardas5066 Pavardė5066 1 7 6 5 10 9 4 4 5 5 8 7 8 0 9
Vardas5067 Pavardė5067 7 0 5 1 6 3 2 9 9 2 0 5 2 2 3
Vardas5068 Pavardė5068 0 9 8 9 5 2 6 5 9 3 6 0 9 10 0
Vardas5069 Pavardė5069 7 0 0 0 4 9 3 2 6 5 0 5 9 2 9
Vardas5070 Pavardė5070 1 2 8 1 7 10 4 1 9 6 1 9 1 2 10
Vardas5071 Pavardė5071 7 9 8 9 1 10 7 10 7 5 6 6 6 1 7
Vardas5072 Pavardė5072 5 2 3 6 6 1 6 7 2 9 6 9 7 1 10
Vardas5073 Pavardė5073 0 2 2 10 4 0 5 1 9 9 3 7 4 9 4
Vardas5074 Pavardė5074 2 8 9 4 7 3 5 10 0 1 6 4 0 1 0
Vardas5075 Pavardė5075 0 4 3 10 10 3 9 6 4 10 9 9 4 1 6
Vardas5076 Pavardė5076 2 3 5 5 6 6 0 0 7 2 3 3 8 8 10
Vardas5077 Pavardė5077 5 0 0 1 6 9 10 8 3 3 2 6 5 9 4
Vardas5078 Pavardė5078 3 3 9 7 8 2 5 3 2 9 8 8 3 5 2
Vardas5079 Pavardė5079 9 2 7 5 8 7 6 8 6 9 4 9 1 4 0
Vardas5080 Pavardė5080 9 0 5 3 1 1 7 5 4 9 10 3 0 10 3
Vardas5081 Pavardė5081 10 3 5 9 10 10 6 6 2 6 6 7 3 5 10
Vardas5082 Pavardė5082 4 1 0 6 4 2 7 8 0 1 5 4 10 8 10
Vardas5083 Pavardė5083 3 8 2 2 10 8 4 5 5 10 2 6 9 7 9
Vardas5084 Pavardė5084 0 3 0 4 10 2 10 7 10 9 5 5 1 6 10
Vardas5085 Pavardė5085 1 1 8 0 6 8 10 5 4 0 8 6 8 3 9
Vardas5086 Pavardė5086 7 8 4 0 2 8 0 1 8 6 5 3 9 7 9
Vardas5087 Pavardė5087 5 7 10 0 7 8 7 2 4 1 2 3 1 7 10
Vardas5088 Pavardė5088 4 0 4 6 9 6 3 10 2 0 10 9 0 8 3
Vardas5089 Pavardė5089 4 5 5 8 0 2 7 0 2 0 7 2 5 6 2
Vardas5090 Pavardė5090 7 8 8 8 2 3 8 0 1 0 7 9 7 5 6
Vardas5091 Pavardė5091 0 9 8 1 2 7 4 5 6 3 0 10 5 7 7
Vardas5092 Pavardė5092 8 9 7 8 4 2 0 9 9 8 0 0 6 3 5
Vardas5093 Pavardė5093 6 2 6 9 9 9 10 2 10 8 10 9 9 9 9
Vardas5094 Pavardė5094 0 3 10 2 3 2 8 1 2 2 7 7 9 3 6
Vardas5095 Pavardė5095 5 2 4 3 7 10 10 1 8 8 10 4 2 0 8
Vardas5096 Pavardė5096 9 0 0 4 5 6 6 7 6 7 3 9 6 6 7
Vardas5097 Pavardė5097 8 3 9 2 1 6 6 5 0 8 6 10 4 4 6
Vardas5098 Pavardė5098 9 7 4 8 4 6 6 2 8 7 3 2 10 7 6
Vardas5099 Pavardė5099 2 4 0 9 5 6 3 7 1 10 8 6 6 1 8
Vardas5100 Pavardė5100 9 1 7 9 10 1 5 9 1 8 1 9 2 6 4
Vardas5101 Pavardė5101 0 5 1 0 3 2 5 2 3 10 2 10 4 6 0
Vardas5102 Pavardė5102 9 2 3 9 6 5 3 5 1 2 9 2 8 9 3
Vardas5103 Pavardė5103 7 3 6 7 6 4 4 9 5 5 8 3 8 7 7
Vardas5104 Pavardė5104 2 9 6 5 1 6 10 0 6 7 8 10 1 2 8
Vardas5105 Pavardė5105 10 1 1 0 7 3 9 4 6 5 4 1 3 6 1
Vardas5106 Pavardė5106 5 1 0 10 7 9 3 0 6 5 8 7 9 1 0
Vardas5107 Pavardė5107 1 4 6 3 7 9 10 4 9 10 0 9 4 4 7
Vardas5108 Pavardė5108 1 8 10 6 7 0 4 2 5 3 7 0 5 10 10
Vardas5109 Pavardė5109 0 4 3 5 0 8 5 1 2 5 8 8 1 10 2
Vardas5110 Pavardė5110 0 8 2 9 0 8 2 8 2 2 3 0 2 7 5
Vardas5111 Pavardė5111 2 5 1 8 9 3 4 5 0 3 0 10 0 6 1
Vardas5112 Pavardė5112 2 6 1 6 7 4 3 8 8 2 4 8 10 4 4
Vardas5113 Pavardė5113 6 4 6 9 10 3 8 6 1 10 0 7 6 8 5
Vardas5114 Pavardė5114 5 9 10 10 4 0 1 5 10 4 10 0 1 9 2
Vardas5115 Pavardė5115 2 0 2 5 6 5 0 0 0 7 1 5 7 2 7
Vardas5116 Pavardė5116 8 3 7 5 0 9 10 5 10 9 0 0 2 1 8
Vardas5117 Pavardė5117 4 9 6 3 6 0 10 7 1 6 1 2 2 10 7
Vardas5118 Pavardė5118 4 5 5 10 4 0 3 3 5 0 1 0 8 7 5
Vardas5119 Pavardė5119 4 3 6 3 10 7 7 6 9 8 10 6 8 4 6
Vardas5120 Pavardė5120 3 6 4 2 1 5 7 0 8 7 8 10 3 5 5
Vardas5121 Pavardė5121 9 8 7 3 7 3 9 6 8 10 9 1 4 10 2
Vardas5122 Pavardė5122 7 0 7 9 2 0 5 8 7 6 1 4 7 7 3
Vardas5123 Pavardė5123 5 10 7 4 6 5 10 10 9 4 7 9 6 9 4
Vardas5124 Pavardė5124 6 7 4 2 6 9 2 3 2 9 7 5 8 9 10
Vardas5125 Pavardė5125 9 0 2 8 10 10 5 2 8 7 1 4 9 8 5
Vardas5126 Pavardė5126 3 1 0 3 10 10 6 6 3 7 10 1 5 0 3
Vardas5127 Pavardė5127 0 2 10 6 8 5 10 1 10 5 8 7 7 10 8
Vardas5128 Pavardė5128 0 8 7 7 6 9 4 0 4 2 6 5 6 2 4
Vardas5129 Pavardė5129 1 1 8 2 8 5 7 4 6 9 8 3 4 10 4
Vardas5130 Pavardė5130 1 7 1 5 0 2 2 3 3 6 3 3 1 5 9
Vardas5131 Pavardė5131 4 1 2 1 1 6 10 2 10 3 5 2 1 10 5
Vardas5132 Pavardė5132 0 1 4 3 1 9 7 2 8 0 6 6 4 9 10
Vardas5133 Pavardė5133 5 5 9 10 5 1 4 0 6 7 9 5 8 8 9
Vardas5134 Pavardė5134 0 8 4 4 9 2 10 4 6 1 5 5 9 1 3
Vardas5135 Pavardė5135 0 10 0 5 6 4 5 5 4 0 7 9 9 5 2
Vardas5136 Pavardė5136 10 7 8 1 1 8 8 10 10 10 8 2 7 1 8
Vardas5137 Pavardė5137 6 7 4 1 4 10 6 8 7 3 1 1 0 1 1
Vardas5138 Pavardė5138 6 9 8 0 10 5 1 3 10 8 6 8 5 5 1
Vardas5139 Pavardė5139 9 10 3 4 0 5 5 7 5 6 9 5 0 10 0
Vardas5140 Pavardė5140 8 7 3 9 1 3 6 0 10 4 0 2 6 5 5
Vardas5141 Pavardė5141 4 6 9 0 7 8 1 7 4 8 8 0 5 6 8
Vardas5142 Pavardė5142 9 10 8 5 8 6 3 7 4 9 6 9 7 6 10
Vardas5143 Pavardė5143 10 0 9 1 7 4 5 0 4 7 2 7 8 7 6
Vardas5144 Pavardė5144 0 6 4 0 8 2 4 2 9 4 4 2 2 5 1
Vardas5145 Pavardė5145 8 8 5 9 8 10 3 0 10 8 7 2 5 10 0
Vardas5146 Pavardė5146 5 10 7 9 0 8 1 5 5 4 4 0 2 5 7
Vardas5147 Pavardė5147 0 3 1 5 7 10 0 8 10 10 1 10 5 3 5
Vardas5148 Pavardė5148 2 3 0 8 3 3 2 8 0 7 2 4 9 7 7
Vardas5149 Pavardė5149 0 0 0 2 9 6 5 2 10 0 0 10 7 4 4
Vardas5150 Pavardė5150 4 7 10 9 2 8 4 1 1 7 3 1 8 10 5
Vardas5151 Pavardė5151 7 5 7 8 7 8 5 0 3 5 5 10 8 2 6
Vardas5152 Pavardė5152 5 4 4 7 9 0 5 6 3 8 2 0 4 8 6
Vardas5153 Pavardė5153 8 5 6 4 6 5 3 0 2 7 6 7 1 4 1
Vardas5154 Pavardė5154 5 8 8 10 0 1 9 9 8 1 5 10 8 10 8
Vardas5155 Pavardė5155 8 3 9 6 6 2 9 9 9 7 1 0 4 3 1
Vardas5156 Pavardė5156 2 1 8 6 6 5 9 10 3 5 4 1 0 0 1
Vardas5157 Pavardė5157 2 2 8 7 7 5 9 3 1 2 2 9 3 4 1
Vardas5158 Pavardė5158 4 10 3 4 8 10 2 3 6 8 3 5 2 7 10
Vardas5159 Pavardė5159 5 4 8 5 4 2 7 1 3 5 4 5 2 0 0
Vardas5160 Pavardė5160 5 3 6 1 1 5 5 4 6 8 6 8 9 8 6
Vardas5161 Pavardė5161 7 5 9 0 9 10 3 3 6 9 0 2 7 5 4
Vardas5162 Pavardė5162 4 8 1 1 6 3 3 9 6 10 1 4 8 9 4
Vardas5163 Pavardė5163 5 3 6 2 7 10 6 10 6 9 9 0 1 0 10
Vardas5164 Pavardė5164 5 1 4 8 6 9 0 4 2 6 9 6 3 5 4
Vardas5165 Pavardė5165 3 3 3 5 2 9 4 5 2 1 6 9 7 5 6
Vardas5166 Pavardė5166 7 7 9 7 9 9 3 3 7 1 4 9 10 4 10
Vardas5167 Pavardė5167 4 0 2 6 0 1 4 4 9 6 4 2 4 3 4
Vardas5168 Pavardė5168 9 5 4 8 3 0 5 4 6 3 10 5 6 8 8
Vardas5169 Pavardė5169 5 0 10 3 1 0 2 1 2 0 2 5 2 4 6
Vardas5170 Pavardė5170 1 4 6 1 8 10 6 3 0 5 4 5 6 5 3
Vardas5171 Pavardė5171 9 8 2 8 0 5 2 0 1 2 4 0 1 2 5
Vardas5172 Pavardė5172 8 1 1 4 7 4 2 5 10 3 0 5 6 4 10
Vardas5173 Pavardė5173 1 2 10 7 7 8 2 0 1 9 10 5 4 1 4
Vardas5174 Pavardė5174 8 10 0 3 4 10 8 3 0 1 4 5 2 7 6
Vardas5175 Pavardė5175 3 8 8 3 3 9 7 3 4 3 6 3 10 7 1
Vardas5176 Pavardė5176 1 4 1 2 6 8 6 10 8 5 6 3 8 4 9
Vardas5177 Pavardė5177 10 7 5 3 8 3 4 4 6 7 5 7 0 0 8
Vardas5178 Pavardė5178 7 2 0 7 4 2 8 6 6 9 5 6 4 10 5
Vardas5179 Pavardė5179 4 10 5 6 7 1 4 9 3 4 1 7 2 5 6
Vardas5180 Pavardė5180 4 2 1 8 2 3 3 10 3 10 10 1 1 8 6
Vardas5181 Pavardė5181 8 9 6 7 4 1 0 6 1 1 0 5 7 7 2
Vardas5182 Pavardė5182 9 10 4 10 0 7 0 3 8 4 9 7 8 3 3
Vardas5183 Pavardė5183 7 5 10 6 0 7 0 6 1 2 8 1 5 1 7
Vardas5184 Pavardė5184 3 8 3 1 9 4 9 1 3 4 9 6 8 6 4
Vardas5185 Pavardė5185 9 4 0 2 3 5 6 3 9 0 7 3 8 6 3
Vardas5186 Pavardė5186 9 5 2 3 9 3 3 8 5 1 0 7 3 9 0
Vardas5187 Pavardė5187 2 9 8 4 0 1 0 8 9 0 3 2 8 0 0
Vardas5188 Pavardė5188 8 0 9 5 4 7 8 5 10 2 3 1 1 2 8
Vardas5189 Pavardė5189 7 6 1 4 7 3 1 4 4 7 5 3 8 7 10
Vardas5190 Pavardė5190 9 5 10 10 10 5 0 1 2 1 6 7 2 4 0
Vardas5191 Pavardė5191 0 2 3 8 5 1 5 6 3 1 8 10 8 4 3
Vardas5192 Pavardė5192 6 0 10 10 9 4 9 9 6 2 2 5 10 9 6
Vardas5193 Pavardė5193 6 5 8 3 2 7 6 2 1 6 8 4 3 10 10
Vardas5194 Pavardė5194 6 3 10 1 6 7 1 4 5 9 5 7 1 1 4
Vardas5195 Pavardė5195 7 3 0 1 10 8 1 4 2 5 10 1 1 3 9
Vardas5196 Pavardė5196 0 2 4 10 4 9 10 6 1 8 8 0 9 10 7
Vardas5197 Pavardė5197 5 1 3 5 6 10 3 4 8 6 3 2 8 0 0
Vardas5198 Pavardė5198 10 8 1 3 7 9 4 1 2 1 6 4 2 6 6
Vardas5199 Pavardė5199 5 1 2 9 3 10 9 3 8 7 9 6 6 1 3
Vardas5200 Pavardė5200 6 9 3 9 9 0 1 5 8 10 4 5 6 9 8
Vardas5201 Pavardė5201 3 10 2 4 1 1 8 10 9 8 8 2 3 3 6
Vardas5202 Pavardė5202 4 4 2 4 3 10 7 0 7 7 8 10 8 2 3
Vardas5203 Pavardė5203 4 9 6 4 5 6 1 0 8 1 3 7 10 8 0
Vardas5204 Pavardė5204 9 5 10 0 3 3 10 8 6 8 6 8 5 2 4
Vardas5205 Pavardė5205 9 10 6 5 6 8 8 3 10 8 1 7 5 2 4
Vardas5206 Pavardė5206 9 2 5 7 6 4 10 10 3 5 5 4 9 10 6
Vardas5207 Pavardė5207 8 2 10 4 2 9 9 10 10 8 7 9 5 0 2
Vardas5208 Pavardė5208 3 7 9 10 5 10 1 2 1 10 0 10 10 1 9
Vardas5209 Pavardė5209 10 7 1 4 3 3 6 0 5 2 6 9 5 8 4
Vardas5210 Pavardė5210 7 0 4 3 3 6 10 6 5 4 10 3 1 5 2
Vardas5211 Pavardė5211 10 4 10 8 4 7 7 0 2 3 3 7 0 2 7
Vardas5212 Pavardė5212 6 5 8 10 0 5 9 5 3 9 5 8 0 3 3
Vardas5213 Pavardė5213 3 1 8 8 10 10 8 3 9 3 0 3 9 1 5
Vardas5214 Pavardė5214 9 3 2 7 6 8 10 7 6 0 2 8 10 10 0
Vardas5215 Pavardė5215 5 6 8 5 0 8 2 7 8 10 0 3 4 5 10
Vardas5216 Pavardė5216 2 2 5 0 1 3 6 7 1 8 3 8 6 4 4
Vardas5217 Pavardė5217 3 10 1 6 3 9 5 5 9 5 6 5 3 1 5
Vardas5218 Pavardė5218 3 1 1 8 9 2 6 1 7 4 9 7 1 3 4
Vardas5219 Pavardė5219 3 8 9 8 2 10 5 1 3 8 6 2 3 10 9
Vardas5220 Pavardė5220 2 8 2 8 0 1 6 4 7 0 4 6 4 9 5
Vardas5221 Pavardė5221 5 0 3 7 9 10 7 6 10 2 8 9 7 9 7
Vardas5222 Pavardė5222 1 7 4 2 8 5 4 10 5 3 0 5 4 0 7
