Vardas Pavardė ND1 ND2 ND3 Egz.
Vardas57219 Pavardė57219 10 2 2 7
Vardas57220 Pavardė57220 1 3 0 8
Vardas57221 Pavardė57221 5 4 3 0
Vardas57222 Pavardė57222 3 8 8 1
Vardas57223 Pavardė57223 4 3 6 2
Vardas57224 Pavardė57224 9 5 5 5
Vardas57225 Pavardė57225 9 8 6 1
Vardas57226 Pavardė57226 5 8 8 10
Vardas57227 Pavardė57227 1 3 10 5
Vardas57228 Pavardė57228 8 6 10 9
Vardas57229 Pavardė57229 10 2 5 4
Vardas57230 Pavardė57230 7 5 0 9
Vardas57231 Pavardė57231 0 5 3 8
Vardas57232 Pavardė57232 3 5 0 0
Vardas57233 Pavardė57233 3 4 2 3
Vardas57234 Pavardė57234 3 4 8 6
Vardas57235 Pavardė57235 10 2 8 3
Vardas57236 Pavardė57236 9 7 8 2
Vardas57237 Pavardė57237 10 6 3 9
Vardas57238 Pavardė57238 0 4 2 3
Vardas57239 Pavardė57239 10 3 2 3
Vardas57240 Pavardė57240 7 7 1 7
Vardas57241 Pavardė57241 1 8 1 1
Vardas57242 Pavardė57242 5 6 1 8
Vardas57243 Pavardė57243 5 9 5 1
Vardas57244 Pavardė57244 5 5 10 5
Vardas57245 Pavardė57245 10 4 5 4
Vardas57246 Pavardė57246 0 2 3 9
Vardas57247 Pavardė57247 3 6 2 6
Vardas57248 Pavardė57248 0 5 0 7
Vardas57249 Pavardė57249 7 8 10 0
Vardas57250 Pavardė57250 3 0 5 10
Vardas57251 Pavardė57251 4 3 3 9
Vardas57252 Pavardė57252 0 3 0 6
Vardas57253 Pavardė57253 1 10 9 9
Vardas57254 Pavardė57254 0 9 6 4
Vardas57255 Pavardė57255 7 8 8 3
Vardas57256 Pavardė57256 1 2 8 3
Vardas57257 Pavardė57257 0 5 3 1
Vardas57258 Pavardė57258 9 3 0 4
Vardas57259 Pavardė57259 7 0 4 10
Vardas57260 Pavardė57260 5 2 10 4
Vardas57261 Pavardė57261 5 0 8 0
Vardas57262 Pavardė57262 5 2 8 0
Vardas57263 Pavardė57263 1 9 5 1
Vardas57264 Pavardė57264 1 5 2 7
Vardas57265 Pavardė57265 5 2 4 8
Vardas57266 Pavardė57266 4 2 6 1
Vardas57267 Pavardė57267 1 2 3 9
Vardas57268 Pavardė57268 3 8 7 8
Vardas57269 Pavardė57269 6 2 3 5
Vardas57270 Pavardė57270 8 7 4 2
Vardas57271 Pavardė57271 2 6 4 3
Vardas57272 Pavardė57272 7 9 4 8
Vardas57273 Pavardė57273 1 1 0 8
Vardas57274 Pavardė57274 10 6 7 0
Vardas57275 Pavardė57275 4 3 8 10
Vardas57276 Pavardė57276 2 10 6 4
Vardas57277 Pavardė57277 3 5 1 4
Vardas57278 Pavardė57278 3 10 7 8
Vardas57279 Pavardė57279 0 10 4 1
Vardas57280 Pavardė57280 9 9 10 3
Vardas57281 Pavardė57281 1 6 10 10
Vardas57282 Pavardė57282 9 5 9 10
Vardas57283 Pavardė57283 4 10 8 3
Vardas57284 Pavardė57284 7 7 2 5
Vardas57285 Pavardė57285 8 6 9 0
Vardas57286 Pavardė57286 3 8 6 10
Vardas57287 Pavardė57287 9 1 0 7
Vardas57288 Pavardė57288 2 7 5 10
Vardas57289 Pavardė57289 8 0 5 0
Vardas57290 Pavardė57290 9 0 10 3
Vardas57291 Pavardė57291 7 5 5 10
Vardas57292 Pavardė57292 3 2 3 7
Vardas57293 Pavardė57293 2 8 7 7
Vardas57294 Pavardė57294 0 1 7 2
Vardas57295 Pavardė57295 9 1 7 8
Vardas57296 Pavardė57296 9 8 6 2
Vardas57297 Pavardė57297 8 2 9 4
Vardas57298 Pavardė57298 2 1 10 9
Vardas57299 Pavardė57299 0 8 2 8
Vardas57300 Pavardė57300 5 5 7 9
Vardas57301 Pavardė57301 4 7 5 0
Vardas57302 Pavardė57302 10 8 5 6
Vardas57303 Pavardė57303 2 3 1 1
Vardas57304 Pavardė57304 3 5 6 5
Vardas57305 Pavardė57305 4 5 7 5
Vardas57306 Pavardė57306 7 4 1 5
Vardas57307 Pavardė57307 0 7 6 2
Vardas57308 Pavardė57308 1 2 7 3
Vardas57309 Pavardė57309 7 2 0 10
Vardas57310 Pavardė57310 2 10 10 10
Vardas57311 Pavardė57311 1 10 3 4
Vardas57312 Pavardė57312 3 6 7 7
Vardas57313 Pavardė57313 6 8 7 5
Vardas57314 Pavardė57314 5 9 10 6
Vardas57315 Pavardė57315 4 10 7 0
Vardas57316 Pavardė57316 2 2 5 4
Vardas57317 Pavardė57317 9 9 7 10
Vardas57318 Pavardė57318 10 6 0 0
Vardas57319 Pavardė57319 6 4 5 1
Vardas57320 Pavardė57320 6 5 3 1
Vardas57321 Pavardė57321 3 9 9 3
Vardas57322 Pavardė57322 4 1 0 10
Vardas57323 Pavardė57323 7 6 2 5
Vardas57324 Pavardė57324 5 2 10 2
Vardas57325 Pavardė57325 9 6 5 7
Vardas57326 Pavardė57326 4 2 1 9
Vardas57327 Pavardė57327 8 4 10 4
Vardas57328 Pavardė57328 0 2 2 4
Vardas57329 Pavardė57329 4 8 3 9
Vardas57330 Pavardė57330 4 7 3 7
Vardas57331 Pavardė57331 3 9 7 7
Vardas57332 Pavardė57332 0 9 7 2
Vardas57333 Pavardė57333 8 6 3 1
Vardas57334 Pavardė57334 5 10 7 4
Vardas57335 Pavardė57335 7 4 5 5
Vardas57336 Pavardė57336 9 4 3 4
Vardas57337 Pavardė57337 10 4 7 9
Vardas57338 Pavardė57338 4 2 9 2
Vardas57339 Pavardė57339 10 7 3 9
Vardas57340 Pavardė57340 7 7 8 8
Vardas57341 Pavardė57341 3 8 7 6
Vardas57342 Pavardė57342 8 2 5 4
Vardas57343 Pavardė57343 3 2 8 2
Vardas57344 Pavardė57344 10 2 9 4
Vardas57345 Pavardė57345 9 9 5 9
Vardas57346 Pavardė57346 2 3 1 0
Vardas57347 Pavardė57347 1 5 0 8
Vardas57348 Pavardė57348 3 5 5 9
Vardas57349 Pavardė57349 4 3 10 10
Vardas57350 Pavardė57350 9 6 3 9
Vardas57351 Pavardė57351 7 6 0 5
Vardas57352 Pavardė57352 7 4 1 2
Vardas57353 Pavardė57353 9 5 7 3
Vardas57354 Pavardė57354 5 0 5 5
Vardas57355 Pavardė57355 2 5 7 1
Vardas57356 Pavardė57356 4 1 4 9
Vardas57357 Pavardė57357 0 3 10 3
Vardas57358 Pavardė57358 2 8 5 8
Vardas57359 Pavardė57359 7 5 4 10
Vardas57360 Pavardė57360 10 4 7 7
Vardas57361 Pavardė57361 7 5 2 3
Vardas57362 Pavardė57362 3 10 9 10
Vardas57363 Pavardė57363 7 3 6 7
Vardas57364 Pavardė57364 3 3 3 4
Vardas57365 Pavardė57365 8 4 4 9
Vardas57366 Pavardė57366 4 4 4 10
Vardas57367 Pavardė57367 2 10 6 1
Vardas57368 Pavardė57368 8 3 4 1
Vardas57369 Pavardė57369 2 3 6 0
Vardas57370 Pavardė57370 1 3 1 1
Vardas57371 Pavardė57371 10 4 7 6
Vardas57372 Pavardė57372 2 5 8 5
Vardas57373 Pavardė57373 4 9 9 6
Vardas57374 Pavardė57374 9 1 4 3
Vardas57375 Pavardė57375 3 9 0 3
Vardas57376 Pavardė57376 0 5 3 2
Vardas57377 Pavardė57377 3 3 0 4
Vardas57378 Pavardė57378 9 1 6 4
Vardas57379 Pavardė57379 3 3 10 3
Vardas57380 Pavardė57380 2 3 2 4
Vardas57381 Pavardė57381 7 3 3 5
Vardas57382 Pavardė57382 0 0 7 2
Vardas57383 Pavardė57383 7 7 9 7
Vardas57384 Pavardė57384 10 2 7 0
Vardas57385 Pavardė57385 5 3 7 2
Vardas57386 Pavardė57386 1 7 7 9
Vardas57387 Pavardė57387 2 0 10 10
Vardas57388 Pavardė57388 6 5 9 10
Vardas57389 Pavardė57389 6 3 6 9
Vardas57390 Pavardė57390 5 1 10 2
Vardas57391 Pavardė57391 1 5 1 3
Vardas57392 Pavardė57392 0 3 9 8
Vardas57393 Pavardė57393 6 9 2 1
Vardas57394 Pavardė57394 6 1 9 7
Vardas57395 Pavardė57395 9 2 10 4
Vardas57396 Pavardė57396 5 8 4 0
Vardas57397 Pavardė57397 4 5 4 9
Vardas57398 Pavardė57398 5 3 7 3
Vardas57399 Pavardė57399 7 8 3 1
Vardas57400 Pavardė57400 6 10 7 3
Vardas57401 Pavardė57401 2 7 9 4
Vardas57402 Pavardė57402 7 9 2 7
Vardas57403 Pavardė57403 6 8 9 4
Vardas57404 Pavardė57404 2 0 6 0
Vardas57405 Pavardė57405 0 10 9 2
Vardas57406 Pavardė57406 3 0 3 9
Vardas57407 Pavardė57407 8 10 10 7
Vardas57408 Pavardė57408 0 1 10 6
Vardas57409 Pavardė57409 0 7 0 6
Vardas57410 Pavardė57410 4 5 9 7
Vardas57411 Pavardė57411 6 8 5 8
Vardas57412 Pavardė57412 4 5 3 8
Vardas57413 Pavardė57413 10 3 1 8
Vardas57414 Pavardė57414 5 1 4 4
Vardas57415 Pavardė57415 3 6 10 6
Vardas57416 Pavardė57416 7 6 9 0
Vardas57417 Pavardė57417 5 9 5 7
Vardas57418 Pavardė57418 10 5 8 3
Vardas57419 Pavardė57419 2 2 0 8
Vardas57420 Pavardė57420 5 0 9 1
Vardas57421 Pavardė57421 8 9 10 9
Vardas57422 Pavardė57422 2 4 10 2
Vardas57423 Pavardė57423 0 3 1 3
Vardas57424 Pavardė57424 9 3 7 3
Vardas57425 Pavardė57425 3 2 7 7
Vardas57426 Pavardė57426 1 4 8 10
Vardas57427 Pavardė57427 5 5 10 9
Vardas57428 Pavardė57428 3 10 9 6
Vardas57429 Pavardė57429 1 5 5 2
Vardas57430 Pavardė57430 7 0 0 5
Vardas57431 Pavardė57431 4 10 10 1
Vardas57432 Pavardė57432 6 10 10 6
Vardas57433 Pavardė57433 0 10 1 4
Vardas57434 Pavardė57434 1 2 5 8
Vardas57435 Pavardė57435 6 9 9 2
Vardas57436 Pavardė57436 10 3 8 0
Vardas57437 Pavardė57437 4 5 4 10
Vardas57438 Pavardė57438 2 9 2 10
Vardas57439 Pavardė57439 4 3 7 0
Vardas57440 Pavardė57440 5 0 6 1
Vardas57441 Pavardė57441 1 3 8 7
Vardas57442 Pavardė57442 8 6 10 0
Vardas57443 Pavardė57443 7 5 6 8
Vardas57444 Pavardė57444 3 8 6 3
Vardas57445 Pavardė57445 2 1 1 2
Vardas57446 Pavardė57446 0 1 8 7
Vardas57447 Pavardė57447 2 2 3 0
Vardas57448 Pavardė57448 3 3 4 9
Vardas57449 Pavardė57449 0 6 3 9
Vardas57450 Pavardė57450 2 6 2 9
Vardas57451 Pavardė57451 8 1 0 4
Vardas57452 Pavardė57452 4 6 3 1
Vardas57453 Pavardė57453 9 7 5 8
Vardas57454 Pavardė57454 2 10 7 10
Vardas57455 Pavardė57455 8 0 4 10
Vardas57456 Pavardė57456 7 3 7 9
Vardas57457 Pavardė57457 3 2 4 3
Vardas57458 Pavardė57458 10 1 8 8
Vardas57459 Pavardė57459 1 3 6 9
Vardas57460 Pavardė57460 10 4 4 10
Vardas57461 Pavardė57461 10 9 7 5
Vardas57462 Pavardė57462 0 9 9 7
Vardas57463 Pavardė57463 4 5 4 1
Vardas57464 Pavardė57464 3 2 0 5
Vardas57465 Pavardė57465 1 8 9 4
Vardas57466 Pavardė57466 3 5 1 6
Vardas57467 Pavardė57467 6 5 9 8
Vardas57468 Pavardė57468 1 9 3 1
Vardas57469 Pavardė57469 8 10 9 1
Vardas57470 Pavardė57470 4 0 5 9
Vardas57471 Pavardė57471 7 0 3 4
Vardas57472 Pavardė57472 7 7 9 6
Vardas57473 Pavardė57473 10 8 10 0
Vardas57474 Pavardė57474 9 8 2 7
Vardas57475 Pavardė57475 1 7 2 2
Vardas57476 Pavardė57476 4 8 9 10
Vardas57477 Pavardė57477 6 9 7 1
Vardas57478 Pavardė57478 7 2 1 9
Vardas57479 Pavardė57479 1 9 0 9
Vardas57480 Pavardė57480 5 0 1 3
Vardas57481 Pavardė57481 3 0 1 1
Vardas57482 Pavardė57482 6 4 1 8
Vardas57483 Pavardė57483 9 7 10 8
Vardas57484 Pavardė57484 9 9 10 4
Vardas57485 Pavardė57485 10 1 8 6
Vardas57486 Pavardė57486 6 9 5 6
Vardas57487 Pavardė57487 1 5 0 8
Vardas57488 Pavardė57488 0 1 10 0
Vardas57489 Pavardė57489 3 2 7 5
Vardas57490 Pavardė57490 0 6 1 4
Vardas57491 Pavardė57491 6 4 10 2
Vardas57492 Pavardė57492 1 1 9 5
Vardas57493 Pavardė57493 0 9 1 0
Vardas57494 Pavardė57494 3 9 2 10
Vardas57495 Pavardė57495 1 3 7 0
Vardas57496 Pavardė57496 2 5 6 7
Vardas57497 Pavardė57497 3 4 8 6
Vardas57498 Pavardė57498 2 0 5 2
Vardas57499 Pavardė57499 2 9 8 8
Vardas57500 Pavardė57500 0 5 0 9
Vardas57501 Pavardė57501 1 9 9 1
Vardas57502 Pavardė57502 9 8 6 6
Vardas57503 Pavardė57503 5 0 8 5
Vardas57504 Pavardė57504 0 0 6 4
Vardas57505 Pavardė57505 7 5 0 0
Vardas57506 Pavardė57506 6 2 1 8
Vardas57507 Pavardė57507 8 2 7 0
Vardas57508 Pavardė57508 0 3 9 2
Vardas57509 Pavardė57509 4 1 5 10
Vardas57510 Pavardė57510 2 7 9 2
Vardas57511 Pavardė57511 7 2 2 10
Vardas57512 Pavardė57512 4 6 8 7
Vardas57513 Pavardė57513 4 6 1 10
Vardas57514 Pavardė57514 1 10 0 9
Vardas57515 Pavardė57515 10 9 9 6
Vardas57516 Pavardė57516 3 5 7 8
Vardas57517 Pavardė57517 2 9 4 10
Vardas57518 Pavardė57518 0 4 6 0
Vardas57519 Pavardė57519 9 8 1 9
Vardas57520 Pavardė57520 3 4 10 5
Vardas57521 Pavardė57521 8 9 1 4
Vardas57522 Pavardė57522 2 10 1 0
Vardas57523 Pavardė57523 6 9 0 10
Vardas57524 Pavardė57524 9 6 0 10
Vardas57525 Pavardė57525 6 2 7 10
Vardas57526 Pavardė57526 7 3 5 5
Vardas57527 Pavardė57527 4 6 10 6
Vardas57528 Pavardė57528 5 3 5 8
Vardas57529 Pavardė57529 0 6 1 6
Vardas57530 Pavardė57530 7 10 9 8
Vardas57531 Pavardė57531 3 8 6 4
Vardas57532 Pavardė57532 0 10 6 9
Vardas57533 Pavardė57533 8 7 0 2
Vardas57534 Pavardė57534 4 2 6 3
Vardas57535 Pavardė57535 5 4 2 3
Vardas57536 Pavardė57536 0 8 7 3
Vardas57537 Pavardė57537 2 0 6 0
Vardas57538 Pavardė57538 9 2 10 1
Vardas57539 Pavardė57539 1 1 10 0
Vardas57540 Pavardė57540 8 1 6 5
Vardas57541 Pavardė57541 9 5 0 10
Vardas57542 Pavardė57542 6 8 0 10
Vardas57543 Pavardė57543 5 5 8 1
Vardas57544 Pavardė57544 5 7 1 9
Vardas57545 Pavardė57545 5 9 0 6
Vardas57546 Pavardė57546 7 6 0 5
Vardas57547 Pavardė57547 7 6 8 10
Vardas57548 Pavardė57548 10 4 10 6
Vardas57549 Pavardė57549 9 2 0 2
Vardas57550 Pavardė57550 7 10 3 6
Vardas57551 Pavardė57551 5 9 7 1
Vardas57552 Pavardė57552 10 10 9 7
Vardas57553 Pavardė57553 8 4 4 7
Vardas57554 Pavardė57554 4 2 1 5
Vardas57555 Pavardė57555 6 6 9 8
Vardas57556 Pavardė57556 0 9 7 9
Vardas57557 Pavardė57557 9 4 7 10
Vardas57558 Pavardė57558 7 5 10 3
Vardas57559 Pavardė57559 7 0 0 7
Vardas57560 Pavardė57560 8 6 7 3
Vardas57561 Pavardė57561 3 6 7 5
Vardas57562 Pavardė57562 6 6 6 2
Vardas57563 Pavardė57563 5 3 6 4
Vardas57564 Pavardė57564 6 10 8 8
Vardas57565 Pavardė57565 9 9 10 9
Vardas57566 Pavardė57566 0 8 9 1
Vardas57567 Pavardė57567 3 0 6 7
Vardas57568 Pavardė57568 1 4 10 8
Vardas57569 Pavardė57569 10 10 3 4
Vardas57570 Pavardė57570 7 9 9 0
Vardas57571 Pavardė57571 10 4 10 1
Vardas57572 Pavardė57572 8 8 8 7
Vardas57573 Pavardė57573 0 3 10 6
Vardas57574 Pavardė57574 9 6 1 10
Vardas57575 Pavardė57575 3 5 8 4
Vardas57576 Pavardė57576 3 0 1 3
Vardas57577 Pavardė57577 7 2 4 4
Vardas57578 Pavardė57578 3 5 5 7
Vardas57579 Pavardė57579 8 10 8 5
Vardas57580 Pavardė57580 4 2 0 7
Vardas57581 Pavardė57581 0 7 10 6
Vardas57582 Pavardė57582 4 6 0 2
Vardas57583 Pavardė57583 8 8 8 2
Vardas57584 Pavardė57584 3 4 1 4
Vardas57585 Pavardė57585 6 6 0 3
Vardas57586 Pavardė57586 5 0 5 1
Vardas57587 Pavardė57587 3 9 6 7
Vardas57588 Pavardė57588 6 4 6 9
Vardas57589 Pavardė57589 10 9 8 1
Vardas57590 Pavardė57590 5 7 10 5
Vardas57591 Pavardė57591 9 7 3 1
Vardas57592 Pavardė57592 4 10 7 0
Vardas57593 Pavardė57593 3 10 10 8
Vardas57594 Pavardė57594 0 1 10 10
Vardas57595 Pavardė57595 3 4 6 5
Vardas57596 Pavardė57596 0 2 6 1
Vardas57597 Pavardė57597 6 10 9 3
Vardas57598 Pavardė57598 7 5 8 3
Vardas57599 Pavardė57599 6 10 0 3
Vardas57600 Pavardė57600 7 0 0 6
Vardas57601 Pavardė57601 10 5 5 6
Vardas57602 Pavardė57602 10 5 1 7
Vardas57603 Pavardė57603 0 0 8 2
Vardas57604 Pavardė57604 7 3 10 1
Vardas57605 Pavardė57605 0 1 6 2
Vardas57606 Pavardė57606 7 5 4 4
Vardas57607 Pavardė57607 8 2 4 5
Vardas57608 Pavardė57608 2 4 6 6
Vardas57609 Pavardė57609 3 3 7 8
Vardas57610 Pavardė57610 8 0 8 6
Vardas57611 Pavardė57611 0 9 9 2
Vardas57612 Pavardė57612 1 7 4 5
Vardas57613 Pavardė57613 9 8 9 5
Vardas57614 Pavardė57614 10 5 10 2
Vardas57615 Pavardė57615 4 5 3 1
Vardas57616 Pavardė57616 9 5 8 1
Vardas57617 Pavardė57617 2 8 5 9
Vardas57618 Pavardė57618 5 4 5 0
Vardas57619 Pavardė57619 7 3 1 2
Vardas57620 Pavardė57620 4 10 7 6
Vardas57621 Pavardė57621 10 0 4 10
Vardas57622 Pavardė57622 0 9 9 3
Vardas57623 Pavardė57623 5 8 6 10
Vardas57624 Pavardė57624 9 2 5 5
Vardas57625 Pavardė57625 4 2 4 9
Vardas57626 Pavardė57626 8 9 1 8
Vardas57627 Pavardė57627 5 1 8 8
Vardas57628 Pavardė57628 10 5 6 6
Vardas57629 Pavardė57629 1 4 7 0
Vardas57630 Pavardė57630 2 8 6 7
Vardas57631 Pavardė57631 10 1 6 3
Vardas57632 Pavardė57632 0 1 9 2
Vardas57633 Pavardė57633 6 2 8 8
Vardas57634 Pavardė57634 5 3 2 0
Vardas57635 Pavardė57635 8 10 6 10
Vardas57636 Pavardė57636 9 2 2 8
Vardas57637 Pavardė57637 1 6 7 1
Vardas57638 Pavardė57638 2 8 1 5
Vardas57639 Pavardė57639 5 7 7 2
Vardas57640 Pavardė57640 5 5 0 5
Vardas57641 Pavardė57641 5 4 5 1
Vardas57642 Pavardė57642 1 2 0 2
Vardas57643 Pavardė57643 9 3 1 10
Vardas57644 Pavardė57644 4 5 0 8
Vardas57645 Pavardė57645 6 10 3 4
Vardas57646 Pavardė57646 4 1 4 6
Vardas57647 Pavardė57647 0 9 6 9
Vardas57648 Pavardė57648 10 10 4 6
Vardas57649 Pavardė57649 10 4 4 8
Vardas57650 Pavardė57650 4 5 2 1
Vardas57651 Pavardė57651 1 1 6 7
Vardas57652 Pavardė57652 6 4 6 7
Vardas57653 Pavardė57653 2 5 3 8
Vardas57654 Pavardė57654 1 6 7 8
Vardas57655 Pavardė57655 4 10 10 10
Vardas57656 Pavardė57656 6 0 9 2
Vardas57657 Pavardė57657 5 9 8 1
Vardas57658 Pavardė57658 9 9 6 0
Vardas57659 Pavardė57659 8 4 0 10
Vardas57660 Pavardė57660 7 6 7 8
Vardas57661 Pavardė57661 6 8 8 3
Vardas57662 Pavardė57662 6 8 5 4
Vardas57663 Pavardė57663 2 4 2 3
Vardas57664 Pavardė57664 8 6 1 3
Vardas57665 Pavardė57665 9 8 9 3
Vardas57666 Pavardė57666 3 6 4 3
Vardas57667 Pavardė57667 0 0 2 4
Vardas57668 Pavardė57668 7 4 2 9
Vardas57669 Pavardė57669 5 9 7 7
Vardas57670 Pavardė57670 4 5 6 3
Vardas57671 Pavardė57671 3 10 5 5
Vardas57672 Pavardė57672 8 0 4 5
Vardas57673 Pavardė57673 4 1 4 8
Vardas57674 Pavardė57674 0 4 7 8
Vardas57675 Pavardė57675 1 3 5 5
Vardas57676 Pavardė57676 7 5 7 0
Vardas57677 Pavardė57677 3 8 10 5
Vardas57678 Pavardė57678 7 5 7 3
Vardas57679 Pavardė57679 3 0 4 10
Vardas57680 Pavardė57680 1 7 0 3
Vardas57681 Pavardė57681 10 9 2 2
Vardas57682 Pavardė57682 10 7 2 8
Vardas57683 Pavardė57683 3 3 10 6
Vardas57684 Pavardė57684 7 4 1 6
Vardas57685 Pavardė57685 8 5 8 0
Vardas57686 Pavardė57686 8 10 0 9
Vardas57687 Pavardė57687 0 5 6 8
Vardas57688 Pavardė57688 9 1 5 9
Vardas57689 Pavardė57689 9 3 3 7
Vardas57690 Pavardė57690 0 6 6 8
Vardas57691 Pavardė57691 7 2 7 10
Vardas57692 Pavardė57692 7 2 7 3
Vardas57693 Pavardė57693 2 4 6 6
Vardas57694 Pavardė57694 8 8 0 8
Vardas57695 Pavardė57695 10 1 0 3
Vardas57696 Pavardė57696 2 9 8 6
Vardas57697 Pavardė57697 9 6 0 8
Vardas57698 Pavardė57698 3 6 8 6
Vardas57699 Pavardė57699 4 6 10 3
Vardas57700 Pavardė57700 6 4 9 2
Vardas57701 Pavardė57701 3 6 1 3
Vardas57702 Pavardė57702 0 1 1 9
Vardas57703 Pavardė57703 7 10 10 2
Vardas57704 Pavardė57704 5 8 6 1
Vardas57705 Pavardė57705 2 10 9 0
Vardas57706 Pavardė57706 8 9 0 4
Vardas57707 Pavardė57707 6 9 2 8
Vardas57708 Pavardė57708 5 3 0 10
Vardas57709 Pavardė57709 4 7 0 2
Vardas57710 Pavardė57710 6 0 1 8
Vardas57711 Pavardė57711 10 9 10 4
Vardas57712 Pavardė57712 8 2 3 9
Vardas57713 Pavardė57713 3 10 5 8
Vardas57714 Pavardė57714 0 2 7 10
Vardas57715 Pavardė57715 0 6 5 0
Vardas57716 Pavardė57716 0 7 3 0
Vardas57717 Pavardė57717 9 8 6 9
Vardas57718 Pavardė57718 9 2 1 10
Vardas57719 Pavardė57719 1 1 2 6
Vardas57720 Pavardė57720 1 4 4 0
Vardas57721 Pavardė57721 9 1 9 2
Vardas57722 Pavardė57722 5 0 3 0
Vardas57723 Pavardė57723 1 6 5 4
Vardas57724 Pavardė57724 4 10 3 8
Vardas57725 Pavardė57725 1 9 9 2
Vardas57726 Pavardė57726 6 9 3 7
Vardas57727 Pavardė57727 9 10 0 0
Vardas57728 Pavardė57728 9 0 5 5
Vardas57729 Pavardė57729 10 10 10 4
Vardas57730 Pavardė57730 5 4 9 9
Vardas57731 Pavardė57731 6 3 7 6
Vardas57732 Pavardė57732 0 0 9 5
Vardas57733 Pavardė57733 7 4 7 4
Vardas57734 Pavardė57734 0 6 10 3
Vardas57735 Pavardė57735 5 6 3 2
Vardas57736 Pavardė57736 8 4 2 3
Vardas57737 Pavardė57737 0 2 6 3
Vardas57738 Pavardė57738 0 8 2 1
Vardas57739 Pavardė57739 6 10 2 7
Vardas57740 Pavardė57740 1 7 9 0
Vardas57741 Pavardė57741 7 0 3 9
Vardas57742 Pavardė57742 2 9 0 8
Vardas57743 Pavardė57743 6 4 2 2
Vardas57744 Pavardė57744 2 4 0 10
Vardas57745 Pavardė57745 3 10 8 6
Vardas57746 Pavardė57746 9 3 10 7
Vardas57747 Pavardė57747 10 2 0 6
Vardas57748 Pavardė57748 1 10 7 7
Vardas57749 Pavardė57749 6 9 1 10
Vardas57750 Pavardė57750 2 6 1 10
Vardas57751 Pavardė57751 5 10 3 10
Vardas57752 Pavardė57752 10 4 2 3
Vardas57753 Pavardė57753 3 7 8 9
Vardas57754 Pavardė57754 9 7 1 10
Vardas57755 Pavardė57755 5 3 6 6
Vardas57756 Pavardė57756 0 7 5 8
Vardas57757 Pavardė57757 5 7 1 3
Vardas57758 Pavardė57758 10 4 5 4
Vardas57759 Pavardė57759 7 10 4 5
Vardas57760 Pavardė57760 0 8 0 7
Vardas57761 Pavardė57761 1 6 3 5
Vardas57762 Pavardė57762 6 4 8 4
Vardas57763 Pavardė57763 4 4 4 1
Vardas57764 Pavardė57764 4 1 0 2
Vardas57765 Pavardė57765 8 5 7 1
Vardas57766 Pavardė57766 4 3 5 10
Vardas57767 Pavardė57767 3 10 3 3
Vardas57768 Pavardė57768 4 8 4 3
Vardas57769 Pavardė57769 0 7 9 10
Vardas57770 Pavardė57770 9 3 9 1
Vardas57771 Pavardė57771 1 5 5 10
Vardas57772 Pavardė57772 0 4 2 1
Vardas57773 Pavardė57773 7 6 3 0
Vardas57774 Pavardė57774 3 2 6 7
Vardas57775 Pavardė57775 9 6 3 0
Vardas57776 Pavardė57776 0 10 2 2
Vardas57777 Pavardė57777 1 2 7 1
Vardas57778 Pavardė57778 1 0 1 2
Vardas57779 Pavardė57779 7 0 6 5
Vardas57780 Pavardė57780 4 0 1 0
Vardas57781 Pavardė57781 1 10 1 3
Vardas57782 Pavardė57782 0 3 5 0
Vardas57783 Pavardė57783 7 0 6 0
Vardas57784 Pavardė57784 6 0 8 5
Vardas57785 Pavardė57785 7 5 8 0
Vardas57786 Pavardė57786 2 6 4 7
Vardas57787 Pavardė57787 8 7 2 0
Vardas57788 Pavardė57788 3 0 9 10
Vardas57789 Pavardė57789 5 2 9 6
Vardas57790 Pavardė57790 9 6 2 10
Vardas57791 Pavardė57791 9 1 0 5
Vardas57792 Pavardė57792 3 6 3 8
Vardas57793 Pavardė57793 8 8 5 5
Vardas57794 Pavardė57794 6 9 0 2
Vardas57795 Pavardė57795 2 6 4 7
Vardas57796 Pavardė57796 2 4 2 9
Vardas57797 Pavardė57797 9 5 9 0
Vardas57798 Pavardė57798 0 6 10 6
Vardas57799 Pavardė57799 8 9 1 5
Vardas57800 Pavardė57800 6 5 6 10
Vardas57801 Pavardė57801 4 6 5 2
Vardas57802 Pavardė57802 0 10 9 3
Vardas57803 Pavardė57803 7 6 2 5
Vardas57804 Pavardė57804 8 2 7 5
Vardas57805 Pavardė57805 3 5 6 8
Vardas57806 Pavardė57806 10 3 1 4
Vardas57807 Pavardė57807 5 6 2 9
Vardas57808 Pavardė57808 5 6 3 0
Vardas57809 Pavardė57809 10 5 8 7
Vardas57810 Pavardė57810 8 8 9 7
Vardas57811 Pavardė57811 9 2 4 2
Vardas57812 Pavardė57812 2 5 4 7
Vardas57813 Pavardė57813 8 8 10 6
Vardas57814 Pavardė57814 10 7 4 4
Vardas57815 Pavardė57815 4 2 3 5
Vardas57816 Pavardė57816 7 9 7 10
Vardas57817 Pavardė57817 0 1 1 1
Vardas57818 Pavardė57818 5 0 3 3
Vardas57819 Pavardė57819 4 4 1 7
Vardas57820 Pavardė57820 5 10 4 8
Vardas57821 Pavardė57821 3 0 5 2
Vardas57822 Pavardė57822 1 7 5 5
Vardas57823 Pavardė57823 3 4 10 9
Vardas57824 Pavardė57824 9 4 10 4
Vardas57825 Pavardė57825 10 2 1 8
